noisy_image_path,original_image_path,noise_type,noise_params
DATA\noisy\train\66053_poisson.jpg,DATA\original\66053.jpg,poisson,scale=1.09
DATA\noisy\train\66053_sp.jpg,DATA\original\66053.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\97033_gauss.jpg,DATA\original\97033.jpg,gaussian,"mean=5,std=17"
DATA\noisy\train\97033_poisson.jpg,DATA\original\97033.jpg,poisson,scale=1.94
DATA\noisy\train\97033_sp.jpg,DATA\original\97033.jpg,salt_and_pepper,prob=0.02
DATA\noisy\train\227046_gauss.jpg,DATA\original\227046.jpg,gaussian,"mean=1,std=21"
DATA\noisy\train\227046_poisson.jpg,DATA\original\227046.jpg,poisson,scale=1.67
DATA\noisy\train\227046_sp.jpg,DATA\original\227046.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\92014_gauss.jpg,DATA\original\92014.jpg,gaussian,"mean=4,std=8"
DATA\noisy\train\92014_poisson.jpg,DATA\original\92014.jpg,poisson,scale=1.86
DATA\noisy\train\92014_sp.jpg,DATA\original\92014.jpg,salt_and_pepper,prob=0.043
DATA\noisy\train\38082_gauss.jpg,DATA\original\38082.jpg,gaussian,"mean=2,std=30"
DATA\noisy\train\38082_poisson.jpg,DATA\original\38082.jpg,poisson,scale=0.59
DATA\noisy\train\38082_sp.jpg,DATA\original\38082.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\202000_gauss.jpg,DATA\original\202000.jpg,gaussian,"mean=4,std=19"
DATA\noisy\train\202000_poisson.jpg,DATA\original\202000.jpg,poisson,scale=1.24
DATA\noisy\train\202000_sp.jpg,DATA\original\202000.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\119082_gauss.jpg,DATA\original\119082.jpg,gaussian,"mean=-1,std=18"
DATA\noisy\train\119082_poisson.jpg,DATA\original\119082.jpg,poisson,scale=1.55
DATA\noisy\train\119082_sp.jpg,DATA\original\119082.jpg,salt_and_pepper,prob=0.044
DATA\noisy\train\183087_gauss.jpg,DATA\original\183087.jpg,gaussian,"mean=-3,std=21"
DATA\noisy\train\183087_poisson.jpg,DATA\original\183087.jpg,poisson,scale=1.93
DATA\noisy\train\183087_sp.jpg,DATA\original\183087.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\145053_gauss.jpg,DATA\original\145053.jpg,gaussian,"mean=5,std=21"
DATA\noisy\train\145053_poisson.jpg,DATA\original\145053.jpg,poisson,scale=0.58
DATA\noisy\train\145053_sp.jpg,DATA\original\145053.jpg,salt_and_pepper,prob=0.044
DATA\noisy\train\301007_gauss.jpg,DATA\original\301007.jpg,gaussian,"mean=2,std=10"
DATA\noisy\train\301007_poisson.jpg,DATA\original\301007.jpg,poisson,scale=1.0
DATA\noisy\train\301007_sp.jpg,DATA\original\301007.jpg,salt_and_pepper,prob=0.033
DATA\noisy\train\323016_gauss.jpg,DATA\original\323016.jpg,gaussian,"mean=-2,std=21"
DATA\noisy\train\323016_poisson.jpg,DATA\original\323016.jpg,poisson,scale=1.17
DATA\noisy\train\323016_sp.jpg,DATA\original\323016.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\181079_gauss.jpg,DATA\original\181079.jpg,gaussian,"mean=-5,std=20"
DATA\noisy\train\181079_poisson.jpg,DATA\original\181079.jpg,poisson,scale=0.69
DATA\noisy\train\181079_sp.jpg,DATA\original\181079.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\16052_gauss.jpg,DATA\original\16052.jpg,gaussian,"mean=-1,std=23"
DATA\noisy\train\16052_poisson.jpg,DATA\original\16052.jpg,poisson,scale=0.83
DATA\noisy\train\16052_sp.jpg,DATA\original\16052.jpg,salt_and_pepper,prob=0.017
DATA\noisy\train\25098_gauss.jpg,DATA\original\25098.jpg,gaussian,"mean=-5,std=9"
DATA\noisy\train\25098_poisson.jpg,DATA\original\25098.jpg,poisson,scale=0.72
DATA\noisy\train\25098_sp.jpg,DATA\original\25098.jpg,salt_and_pepper,prob=0.032
DATA\noisy\train\293029_gauss.jpg,DATA\original\293029.jpg,gaussian,"mean=5,std=7"
DATA\noisy\train\293029_poisson.jpg,DATA\original\293029.jpg,poisson,scale=1.27
DATA\noisy\train\293029_sp.jpg,DATA\original\293029.jpg,salt_and_pepper,prob=0.032
DATA\noisy\train\236017_gauss.jpg,DATA\original\236017.jpg,gaussian,"mean=1,std=15"
DATA\noisy\train\236017_poisson.jpg,DATA\original\236017.jpg,poisson,scale=0.54
DATA\noisy\train\236017_sp.jpg,DATA\original\236017.jpg,salt_and_pepper,prob=0.038
DATA\noisy\train\134067_gauss.jpg,DATA\original\134067.jpg,gaussian,"mean=5,std=6"
DATA\noisy\train\134067_poisson.jpg,DATA\original\134067.jpg,poisson,scale=1.34
DATA\noisy\train\134067_sp.jpg,DATA\original\134067.jpg,salt_and_pepper,prob=0.029
DATA\noisy\train\207049_gauss.jpg,DATA\original\207049.jpg,gaussian,"mean=5,std=11"
DATA\noisy\train\207049_poisson.jpg,DATA\original\207049.jpg,poisson,scale=1.84
DATA\noisy\train\207049_sp.jpg,DATA\original\207049.jpg,salt_and_pepper,prob=0.044
DATA\noisy\train\104010_gauss.jpg,DATA\original\104010.jpg,gaussian,"mean=-1,std=17"
DATA\noisy\train\104010_poisson.jpg,DATA\original\104010.jpg,poisson,scale=1.09
DATA\noisy\train\104010_sp.jpg,DATA\original\104010.jpg,salt_and_pepper,prob=0.047
DATA\noisy\train\22013_gauss.jpg,DATA\original\22013.jpg,gaussian,"mean=1,std=23"
DATA\noisy\train\22013_poisson.jpg,DATA\original\22013.jpg,poisson,scale=1.02
DATA\noisy\train\22013_sp.jpg,DATA\original\22013.jpg,salt_and_pepper,prob=0.043
DATA\noisy\train\102061_gauss.jpg,DATA\original\102061.jpg,gaussian,"mean=1,std=25"
DATA\noisy\train\102061_poisson.jpg,DATA\original\102061.jpg,poisson,scale=1.31
DATA\noisy\train\102061_sp.jpg,DATA\original\102061.jpg,salt_and_pepper,prob=0.011
DATA\noisy\train\299091_gauss.jpg,DATA\original\299091.jpg,gaussian,"mean=-3,std=11"
DATA\noisy\train\299091_poisson.jpg,DATA\original\299091.jpg,poisson,scale=0.74
DATA\noisy\train\299091_sp.jpg,DATA\original\299091.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\207038_gauss.jpg,DATA\original\207038.jpg,gaussian,"mean=5,std=8"
DATA\noisy\train\207038_poisson.jpg,DATA\original\207038.jpg,poisson,scale=1.92
DATA\noisy\train\207038_sp.jpg,DATA\original\207038.jpg,salt_and_pepper,prob=0.039
DATA\noisy\train\20008_gauss.jpg,DATA\original\20008.jpg,gaussian,"mean=4,std=5"
DATA\noisy\train\20008_poisson.jpg,DATA\original\20008.jpg,poisson,scale=0.91
DATA\noisy\train\20008_sp.jpg,DATA\original\20008.jpg,salt_and_pepper,prob=0.01
DATA\noisy\train\309004_gauss.jpg,DATA\original\309004.jpg,gaussian,"mean=0,std=23"
DATA\noisy\train\309004_poisson.jpg,DATA\original\309004.jpg,poisson,scale=0.97
DATA\noisy\train\309004_sp.jpg,DATA\original\309004.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\65033_gauss.jpg,DATA\original\65033.jpg,gaussian,"mean=4,std=18"
DATA\noisy\train\65033_poisson.jpg,DATA\original\65033.jpg,poisson,scale=1.79
DATA\noisy\train\65033_sp.jpg,DATA\original\65033.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\253036_gauss.jpg,DATA\original\253036.jpg,gaussian,"mean=3,std=22"
DATA\noisy\train\253036_poisson.jpg,DATA\original\253036.jpg,poisson,scale=0.65
DATA\noisy\train\253036_sp.jpg,DATA\original\253036.jpg,salt_and_pepper,prob=0.05
DATA\noisy\train\247012_gauss.jpg,DATA\original\247012.jpg,gaussian,"mean=-4,std=13"
DATA\noisy\train\247012_poisson.jpg,DATA\original\247012.jpg,poisson,scale=1.96
DATA\noisy\train\247012_sp.jpg,DATA\original\247012.jpg,salt_and_pepper,prob=0.05
DATA\noisy\train\285022_gauss.jpg,DATA\original\285022.jpg,gaussian,"mean=3,std=8"
DATA\noisy\train\285022_poisson.jpg,DATA\original\285022.jpg,poisson,scale=0.81
DATA\noisy\train\285022_sp.jpg,DATA\original\285022.jpg,salt_and_pepper,prob=0.047
DATA\noisy\train\43083_gauss.jpg,DATA\original\43083.jpg,gaussian,"mean=1,std=24"
DATA\noisy\train\43083_poisson.jpg,DATA\original\43083.jpg,poisson,scale=1.04
DATA\noisy\train\43083_sp.jpg,DATA\original\43083.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\365025_gauss.jpg,DATA\original\365025.jpg,gaussian,"mean=2,std=6"
DATA\noisy\train\365025_poisson.jpg,DATA\original\365025.jpg,poisson,scale=0.88
DATA\noisy\train\365025_sp.jpg,DATA\original\365025.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\209021_gauss.jpg,DATA\original\209021.jpg,gaussian,"mean=2,std=25"
DATA\noisy\train\209021_poisson.jpg,DATA\original\209021.jpg,poisson,scale=1.21
DATA\noisy\train\209021_sp.jpg,DATA\original\209021.jpg,salt_and_pepper,prob=0.033
DATA\noisy\train\101084_gauss.jpg,DATA\original\101084.jpg,gaussian,"mean=-1,std=25"
DATA\noisy\train\101084_poisson.jpg,DATA\original\101084.jpg,poisson,scale=1.57
DATA\noisy\train\101084_sp.jpg,DATA\original\101084.jpg,salt_and_pepper,prob=0.022
DATA\noisy\train\170057_gauss.jpg,DATA\original\170057.jpg,gaussian,"mean=-3,std=18"
DATA\noisy\train\170057_poisson.jpg,DATA\original\170057.jpg,poisson,scale=1.74
DATA\noisy\train\170057_sp.jpg,DATA\original\170057.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\290035_gauss.jpg,DATA\original\290035.jpg,gaussian,"mean=5,std=7"
DATA\noisy\train\290035_poisson.jpg,DATA\original\290035.jpg,poisson,scale=0.72
DATA\noisy\train\290035_sp.jpg,DATA\original\290035.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\226043_gauss.jpg,DATA\original\226043.jpg,gaussian,"mean=2,std=24"
DATA\noisy\train\226043_poisson.jpg,DATA\original\226043.jpg,poisson,scale=0.83
DATA\noisy\train\226043_sp.jpg,DATA\original\226043.jpg,salt_and_pepper,prob=0.032
DATA\noisy\train\159002_gauss.jpg,DATA\original\159002.jpg,gaussian,"mean=-5,std=14"
DATA\noisy\train\159002_poisson.jpg,DATA\original\159002.jpg,poisson,scale=0.9
DATA\noisy\train\159002_sp.jpg,DATA\original\159002.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\306052_gauss.jpg,DATA\original\306052.jpg,gaussian,"mean=-3,std=16"
DATA\noisy\train\306052_poisson.jpg,DATA\original\306052.jpg,poisson,scale=0.66
DATA\noisy\train\306052_sp.jpg,DATA\original\306052.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\175043_gauss.jpg,DATA\original\175043.jpg,gaussian,"mean=-1,std=25"
DATA\noisy\train\175043_poisson.jpg,DATA\original\175043.jpg,poisson,scale=1.7
DATA\noisy\train\175043_sp.jpg,DATA\original\175043.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\368037_gauss.jpg,DATA\original\368037.jpg,gaussian,"mean=-1,std=21"
DATA\noisy\train\368037_poisson.jpg,DATA\original\368037.jpg,poisson,scale=0.87
DATA\noisy\train\368037_sp.jpg,DATA\original\368037.jpg,salt_and_pepper,prob=0.048
DATA\noisy\train\26031_gauss.jpg,DATA\original\26031.jpg,gaussian,"mean=1,std=11"
DATA\noisy\train\26031_poisson.jpg,DATA\original\26031.jpg,poisson,scale=1.94
DATA\noisy\train\26031_sp.jpg,DATA\original\26031.jpg,salt_and_pepper,prob=0.017
DATA\noisy\train\145059_gauss.jpg,DATA\original\145059.jpg,gaussian,"mean=-1,std=6"
DATA\noisy\train\145059_poisson.jpg,DATA\original\145059.jpg,poisson,scale=1.01
DATA\noisy\train\145059_sp.jpg,DATA\original\145059.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\175083_gauss.jpg,DATA\original\175083.jpg,gaussian,"mean=-2,std=16"
DATA\noisy\train\175083_poisson.jpg,DATA\original\175083.jpg,poisson,scale=1.82
DATA\noisy\train\175083_sp.jpg,DATA\original\175083.jpg,salt_and_pepper,prob=0.01
DATA\noisy\train\309040_gauss.jpg,DATA\original\309040.jpg,gaussian,"mean=-1,std=8"
DATA\noisy\train\309040_poisson.jpg,DATA\original\309040.jpg,poisson,scale=1.52
DATA\noisy\train\309040_sp.jpg,DATA\original\309040.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\112082_gauss.jpg,DATA\original\112082.jpg,gaussian,"mean=-5,std=30"
DATA\noisy\train\112082_poisson.jpg,DATA\original\112082.jpg,poisson,scale=1.67
DATA\noisy\train\112082_sp.jpg,DATA\original\112082.jpg,salt_and_pepper,prob=0.026
DATA\noisy\train\22090_gauss.jpg,DATA\original\22090.jpg,gaussian,"mean=0,std=22"
DATA\noisy\train\22090_poisson.jpg,DATA\original\22090.jpg,poisson,scale=1.72
DATA\noisy\train\22090_sp.jpg,DATA\original\22090.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\206062_gauss.jpg,DATA\original\206062.jpg,gaussian,"mean=1,std=18"
DATA\noisy\train\206062_poisson.jpg,DATA\original\206062.jpg,poisson,scale=0.95
DATA\noisy\train\206062_sp.jpg,DATA\original\206062.jpg,salt_and_pepper,prob=0.013
DATA\noisy\train\15062_gauss.jpg,DATA\original\15062.jpg,gaussian,"mean=2,std=24"
DATA\noisy\train\15062_poisson.jpg,DATA\original\15062.jpg,poisson,scale=1.33
DATA\noisy\train\15062_sp.jpg,DATA\original\15062.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\67079_gauss.jpg,DATA\original\67079.jpg,gaussian,"mean=-3,std=8"
DATA\noisy\train\67079_poisson.jpg,DATA\original\67079.jpg,poisson,scale=1.31
DATA\noisy\train\67079_sp.jpg,DATA\original\67079.jpg,salt_and_pepper,prob=0.02
DATA\noisy\train\8068_gauss.jpg,DATA\original\8068.jpg,gaussian,"mean=4,std=24"
DATA\noisy\train\8068_poisson.jpg,DATA\original\8068.jpg,poisson,scale=1.88
DATA\noisy\train\8068_sp.jpg,DATA\original\8068.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\108070_gauss.jpg,DATA\original\108070.jpg,gaussian,"mean=-4,std=28"
DATA\noisy\train\108070_poisson.jpg,DATA\original\108070.jpg,poisson,scale=0.56
DATA\noisy\train\108070_sp.jpg,DATA\original\108070.jpg,salt_and_pepper,prob=0.039
DATA\noisy\train\22093_gauss.jpg,DATA\original\22093.jpg,gaussian,"mean=-2,std=19"
DATA\noisy\train\22093_poisson.jpg,DATA\original\22093.jpg,poisson,scale=0.62
DATA\noisy\train\22093_sp.jpg,DATA\original\22093.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\87046_gauss.jpg,DATA\original\87046.jpg,gaussian,"mean=-1,std=10"
DATA\noisy\train\87046_poisson.jpg,DATA\original\87046.jpg,poisson,scale=1.86
DATA\noisy\train\87046_sp.jpg,DATA\original\87046.jpg,salt_and_pepper,prob=0.02
DATA\noisy\train\257098_gauss.jpg,DATA\original\257098.jpg,gaussian,"mean=2,std=9"
DATA\noisy\train\257098_poisson.jpg,DATA\original\257098.jpg,poisson,scale=0.84
DATA\noisy\train\257098_sp.jpg,DATA\original\257098.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\64061_gauss.jpg,DATA\original\64061.jpg,gaussian,"mean=3,std=14"
DATA\noisy\train\64061_poisson.jpg,DATA\original\64061.jpg,poisson,scale=0.83
DATA\noisy\train\64061_sp.jpg,DATA\original\64061.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\69007_gauss.jpg,DATA\original\69007.jpg,gaussian,"mean=-5,std=23"
DATA\noisy\train\69007_poisson.jpg,DATA\original\69007.jpg,poisson,scale=1.18
DATA\noisy\train\69007_sp.jpg,DATA\original\69007.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\285036_gauss.jpg,DATA\original\285036.jpg,gaussian,"mean=-4,std=24"
DATA\noisy\train\285036_poisson.jpg,DATA\original\285036.jpg,poisson,scale=1.68
DATA\noisy\train\285036_sp.jpg,DATA\original\285036.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\143090_gauss.jpg,DATA\original\143090.jpg,gaussian,"mean=-5,std=27"
DATA\noisy\train\143090_poisson.jpg,DATA\original\143090.jpg,poisson,scale=1.46
DATA\noisy\train\143090_sp.jpg,DATA\original\143090.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\176019_gauss.jpg,DATA\original\176019.jpg,gaussian,"mean=-3,std=22"
DATA\noisy\train\176019_poisson.jpg,DATA\original\176019.jpg,poisson,scale=1.61
DATA\noisy\train\176019_sp.jpg,DATA\original\176019.jpg,salt_and_pepper,prob=0.026
DATA\noisy\train\196027_gauss.jpg,DATA\original\196027.jpg,gaussian,"mean=-5,std=15"
DATA\noisy\train\196027_poisson.jpg,DATA\original\196027.jpg,poisson,scale=1.16
DATA\noisy\train\196027_sp.jpg,DATA\original\196027.jpg,salt_and_pepper,prob=0.024
DATA\noisy\train\385022_gauss.jpg,DATA\original\385022.jpg,gaussian,"mean=2,std=25"
DATA\noisy\train\385022_poisson.jpg,DATA\original\385022.jpg,poisson,scale=0.6
DATA\noisy\train\385022_sp.jpg,DATA\original\385022.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\302022_gauss.jpg,DATA\original\302022.jpg,gaussian,"mean=0,std=22"
DATA\noisy\train\302022_poisson.jpg,DATA\original\302022.jpg,poisson,scale=1.66
DATA\noisy\train\302022_sp.jpg,DATA\original\302022.jpg,salt_and_pepper,prob=0.038
DATA\noisy\train\58060_gauss.jpg,DATA\original\58060.jpg,gaussian,"mean=-5,std=14"
DATA\noisy\train\58060_poisson.jpg,DATA\original\58060.jpg,poisson,scale=0.62
DATA\noisy\train\58060_sp.jpg,DATA\original\58060.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\206097_gauss.jpg,DATA\original\206097.jpg,gaussian,"mean=4,std=10"
DATA\noisy\train\206097_poisson.jpg,DATA\original\206097.jpg,poisson,scale=1.56
DATA\noisy\train\206097_sp.jpg,DATA\original\206097.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\314016_gauss.jpg,DATA\original\314016.jpg,gaussian,"mean=-3,std=19"
DATA\noisy\train\314016_poisson.jpg,DATA\original\314016.jpg,poisson,scale=0.54
DATA\noisy\train\314016_sp.jpg,DATA\original\314016.jpg,salt_and_pepper,prob=0.013
DATA\noisy\train\130066_gauss.jpg,DATA\original\130066.jpg,gaussian,"mean=-5,std=18"
DATA\noisy\train\130066_poisson.jpg,DATA\original\130066.jpg,poisson,scale=1.35
DATA\noisy\train\130066_sp.jpg,DATA\original\130066.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\296058_gauss.jpg,DATA\original\296058.jpg,gaussian,"mean=4,std=12"
DATA\noisy\train\296058_poisson.jpg,DATA\original\296058.jpg,poisson,scale=1.27
DATA\noisy\train\296058_sp.jpg,DATA\original\296058.jpg,salt_and_pepper,prob=0.024
DATA\noisy\train\271035_gauss.jpg,DATA\original\271035.jpg,gaussian,"mean=4,std=28"
DATA\noisy\train\271035_poisson.jpg,DATA\original\271035.jpg,poisson,scale=1.35
DATA\noisy\train\271035_sp.jpg,DATA\original\271035.jpg,salt_and_pepper,prob=0.029
DATA\noisy\train\37073_gauss.jpg,DATA\original\37073.jpg,gaussian,"mean=1,std=30"
DATA\noisy\train\37073_poisson.jpg,DATA\original\37073.jpg,poisson,scale=0.64
DATA\noisy\train\37073_sp.jpg,DATA\original\37073.jpg,salt_and_pepper,prob=0.033
DATA\noisy\train\117054_gauss.jpg,DATA\original\117054.jpg,gaussian,"mean=-1,std=20"
DATA\noisy\train\117054_poisson.jpg,DATA\original\117054.jpg,poisson,scale=1.36
DATA\noisy\train\117054_sp.jpg,DATA\original\117054.jpg,salt_and_pepper,prob=0.01
DATA\noisy\train\124084_gauss.jpg,DATA\original\124084.jpg,gaussian,"mean=-3,std=30"
DATA\noisy\train\124084_poisson.jpg,DATA\original\124084.jpg,poisson,scale=1.66
DATA\noisy\train\124084_sp.jpg,DATA\original\124084.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\35091_gauss.jpg,DATA\original\35091.jpg,gaussian,"mean=-2,std=18"
DATA\noisy\train\35091_poisson.jpg,DATA\original\35091.jpg,poisson,scale=0.96
DATA\noisy\train\35091_sp.jpg,DATA\original\35091.jpg,salt_and_pepper,prob=0.012
DATA\noisy\train\68077_gauss.jpg,DATA\original\68077.jpg,gaussian,"mean=-3,std=28"
DATA\noisy\train\68077_poisson.jpg,DATA\original\68077.jpg,poisson,scale=1.7
DATA\noisy\train\68077_sp.jpg,DATA\original\68077.jpg,salt_and_pepper,prob=0.012
DATA\noisy\train\302008_gauss.jpg,DATA\original\302008.jpg,gaussian,"mean=-3,std=22"
DATA\noisy\train\302008_poisson.jpg,DATA\original\302008.jpg,poisson,scale=1.13
DATA\noisy\train\302008_sp.jpg,DATA\original\302008.jpg,salt_and_pepper,prob=0.042
DATA\noisy\train\388067_gauss.jpg,DATA\original\388067.jpg,gaussian,"mean=3,std=11"
DATA\noisy\train\388067_poisson.jpg,DATA\original\388067.jpg,poisson,scale=1.17
DATA\noisy\train\388067_sp.jpg,DATA\original\388067.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\148089_gauss.jpg,DATA\original\148089.jpg,gaussian,"mean=1,std=16"
DATA\noisy\train\148089_poisson.jpg,DATA\original\148089.jpg,poisson,scale=0.77
DATA\noisy\train\148089_sp.jpg,DATA\original\148089.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\229036_gauss.jpg,DATA\original\229036.jpg,gaussian,"mean=-4,std=17"
DATA\noisy\train\229036_poisson.jpg,DATA\original\229036.jpg,poisson,scale=1.46
DATA\noisy\train\229036_sp.jpg,DATA\original\229036.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\232038_gauss.jpg,DATA\original\232038.jpg,gaussian,"mean=-2,std=13"
DATA\noisy\train\232038_poisson.jpg,DATA\original\232038.jpg,poisson,scale=0.79
DATA\noisy\train\232038_sp.jpg,DATA\original\232038.jpg,salt_and_pepper,prob=0.018
DATA\noisy\train\101087_gauss.jpg,DATA\original\101087.jpg,gaussian,"mean=0,std=5"
DATA\noisy\train\101087_poisson.jpg,DATA\original\101087.jpg,poisson,scale=1.66
DATA\noisy\train\101087_sp.jpg,DATA\original\101087.jpg,salt_and_pepper,prob=0.012
DATA\noisy\train\36046_gauss.jpg,DATA\original\36046.jpg,gaussian,"mean=-4,std=21"
DATA\noisy\train\36046_poisson.jpg,DATA\original\36046.jpg,poisson,scale=1.51
DATA\noisy\train\36046_sp.jpg,DATA\original\36046.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\42049_gauss.jpg,DATA\original\42049.jpg,gaussian,"mean=-1,std=17"
DATA\noisy\train\42049_poisson.jpg,DATA\original\42049.jpg,poisson,scale=0.55
DATA\noisy\train\42049_sp.jpg,DATA\original\42049.jpg,salt_and_pepper,prob=0.047
DATA\noisy\train\201080_gauss.jpg,DATA\original\201080.jpg,gaussian,"mean=0,std=24"
DATA\noisy\train\201080_poisson.jpg,DATA\original\201080.jpg,poisson,scale=1.15
DATA\noisy\train\201080_sp.jpg,DATA\original\201080.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\247003_gauss.jpg,DATA\original\247003.jpg,gaussian,"mean=-4,std=21"
DATA\noisy\train\247003_poisson.jpg,DATA\original\247003.jpg,poisson,scale=1.84
DATA\noisy\train\247003_sp.jpg,DATA\original\247003.jpg,salt_and_pepper,prob=0.012
DATA\noisy\train\35010_gauss.jpg,DATA\original\35010.jpg,gaussian,"mean=-4,std=30"
DATA\noisy\train\35010_poisson.jpg,DATA\original\35010.jpg,poisson,scale=1.22
DATA\noisy\train\35010_sp.jpg,DATA\original\35010.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\24077_gauss.jpg,DATA\original\24077.jpg,gaussian,"mean=0,std=11"
DATA\noisy\train\24077_poisson.jpg,DATA\original\24077.jpg,poisson,scale=0.72
DATA\noisy\train\24077_sp.jpg,DATA\original\24077.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\76002_gauss.jpg,DATA\original\76002.jpg,gaussian,"mean=1,std=17"
DATA\noisy\train\76002_poisson.jpg,DATA\original\76002.jpg,poisson,scale=1.68
DATA\noisy\train\76002_sp.jpg,DATA\original\76002.jpg,salt_and_pepper,prob=0.032
DATA\noisy\train\217090_gauss.jpg,DATA\original\217090.jpg,gaussian,"mean=-2,std=21"
DATA\noisy\train\217090_poisson.jpg,DATA\original\217090.jpg,poisson,scale=1.94
DATA\noisy\train\217090_sp.jpg,DATA\original\217090.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\246016_gauss.jpg,DATA\original\246016.jpg,gaussian,"mean=-5,std=14"
DATA\noisy\train\246016_poisson.jpg,DATA\original\246016.jpg,poisson,scale=1.78
DATA\noisy\train\246016_sp.jpg,DATA\original\246016.jpg,salt_and_pepper,prob=0.042
DATA\noisy\train\43051_gauss.jpg,DATA\original\43051.jpg,gaussian,"mean=-4,std=13"
DATA\noisy\train\43051_poisson.jpg,DATA\original\43051.jpg,poisson,scale=1.47
DATA\noisy\train\43051_sp.jpg,DATA\original\43051.jpg,salt_and_pepper,prob=0.037
DATA\noisy\train\122048_gauss.jpg,DATA\original\122048.jpg,gaussian,"mean=-3,std=16"
DATA\noisy\train\122048_poisson.jpg,DATA\original\122048.jpg,poisson,scale=0.94
DATA\noisy\train\122048_sp.jpg,DATA\original\122048.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\156079_gauss.jpg,DATA\original\156079.jpg,gaussian,"mean=-3,std=6"
DATA\noisy\train\156079_poisson.jpg,DATA\original\156079.jpg,poisson,scale=0.98
DATA\noisy\train\156079_sp.jpg,DATA\original\156079.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\103041_gauss.jpg,DATA\original\103041.jpg,gaussian,"mean=1,std=29"
DATA\noisy\train\103041_poisson.jpg,DATA\original\103041.jpg,poisson,scale=0.83
DATA\noisy\train\103041_sp.jpg,DATA\original\103041.jpg,salt_and_pepper,prob=0.018
DATA\noisy\train\29030_gauss.jpg,DATA\original\29030.jpg,gaussian,"mean=-4,std=20"
DATA\noisy\train\29030_poisson.jpg,DATA\original\29030.jpg,poisson,scale=1.54
DATA\noisy\train\29030_sp.jpg,DATA\original\29030.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\16068_gauss.jpg,DATA\original\16068.jpg,gaussian,"mean=2,std=27"
DATA\noisy\train\16068_poisson.jpg,DATA\original\16068.jpg,poisson,scale=1.45
DATA\noisy\train\16068_sp.jpg,DATA\original\16068.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\182053_gauss.jpg,DATA\original\182053.jpg,gaussian,"mean=3,std=23"
DATA\noisy\train\182053_poisson.jpg,DATA\original\182053.jpg,poisson,scale=1.88
DATA\noisy\train\182053_sp.jpg,DATA\original\182053.jpg,salt_and_pepper,prob=0.03
DATA\noisy\train\15004_gauss.jpg,DATA\original\15004.jpg,gaussian,"mean=2,std=28"
DATA\noisy\train\15004_poisson.jpg,DATA\original\15004.jpg,poisson,scale=1.85
DATA\noisy\train\15004_sp.jpg,DATA\original\15004.jpg,salt_and_pepper,prob=0.022
DATA\noisy\train\178054_gauss.jpg,DATA\original\178054.jpg,gaussian,"mean=-2,std=20"
DATA\noisy\train\178054_poisson.jpg,DATA\original\178054.jpg,poisson,scale=0.71
DATA\noisy\train\178054_sp.jpg,DATA\original\178054.jpg,salt_and_pepper,prob=0.046
